well,oracle_shift,base_rmse,tw_delta,prefix_delta,ridge_correction,ridge_rmse
03a935ae,-28.434062489539194,33.650497094910946,2.239995121450219,5.2556127477156105,-2.2841145862474557,31.743972977881246
0498acab,-5.173970310893744,6.725166710354281,-5.0152544270171635,-19.64140031990077,2.907085400632019,9.15212324637401
052d64df,2.1648491392428624,6.091576498956929,-1.0431012800596489,-14.10109760572503,-0.29494183496943893,6.202524009125472
084d66f9,3.149444966535238,9.911373165340478,2.2099759209020498,-19.3755458768819,5.063484442467328,9.590613199416635
08fecf00,0.5580368880028977,5.36076451279879,-2.045557831006282,-11.864301146867948,0.28601915649349086,5.338575150690121
0dc5e64d,4.367252784907035,15.970077024147178,-0.2721919261993393,-19.151280374470076,4.341926387687901,15.361351004918527
0dc835f3,2.265887599983369,12.584056316010487,9.908791248916202,2.3364508568951043,1.7495482583996043,12.389141740428666
109d9d70,9.327753685289093,12.901886149403385,2.0708398219153055,-8.053277329055728,1.264505667749352,12.019469455474628
10a1281a,5.314611634617128,6.340104744919335,-11.563219071658176,-12.160278143779943,-6.375508714607878,12.19060068778783
10b89021,-13.077670642542497,14.183314956986049,-0.5150445105620525,-0.21515034810688305,-0.854377296665786,13.399621410830864
113011eb,-1.0614507732476481,5.18525552380821,,,1.2900059091183635,5.593705894324611
11d0f5ac,16.992113621961874,19.302199627974534,8.856812726940362,-7.461688539652743,0.8501035217059643,18.55821853555059
12203f2a,-6.958032886855108,8.445417825005752,-5.7357667758974165,-14.272284015269218,-2.6858695325154796,6.415780569075796
137d1e44,8.035835247934948,19.5782478750949,-17.008919268842888,-13.801269475075552,-3.996448371680676,21.529258947525076
14a53cb3,-11.381563047228337,14.764599170160148,11.74229944778351,-11.944866299403861,12.31390924513088,25.49370154401735
14ab73fb,-9.30998595342526,11.795328297127188,0.4883759712851804,-13.402126410536134,-3.2214761995891283,9.461706093860142
14ad5efb,-5.721086771865629,7.9336611150140905,-8.354217991329934,-17.560014435456175,-1.662269438892782,6.83272588204052
153552f5,-3.6440131441209203,5.4131127689936225,5.627639997862065,-17.63121647738346,7.874272030103584,12.194008832622321
1550491d,-5.012493073591291,6.783091990230543,-8.805901223285723,-0.22328197649444428,6.044979557735591,11.964654241876861
155887bb,10.347002078582962,11.883841075656044,-6.544950047745344,-9.255623610414304,-3.5799533199988702,15.103817840908167
1619e2ca,4.50209099522636,6.693849096918463,-6.21746661600724,-17.121075389659424,-1.1740600746948204,7.5337562591034155
16e4a047,-7.006399928033288,8.078231572911488,1.5392314986282658,-9.591846531954095,-4.603306338829532,4.68434031561665
173ed841,21.90875769351955,24.374849438237135,-3.6019503005136566,-10.761761989743217,0.9929709565793738,23.486373842902463
1770d7c6,3.537389614388237,6.130495199940435,-0.8606052316369934,-18.51157061286932,-0.7896012028372958,6.617604978001391
18d24f7b,-4.157246428221762,6.042278825934973,-0.8174961290440264,-18.857827602066592,-1.5585919264737962,5.097003116031345
